wavelength,relint
8.6513,1.0
8.6772,30.0
8.7025,25.0
8.7995,0.0
8.8029,0.0
8.8167,0.0
8.9104,20.0
8.9185,25.0
9.0205,1.0
9.0345,0.0
17.806,40.0
17.9762,40.0
18.0407,90.0
18.06,30.0
18.114,40.0
18.2173,60.0
18.48,30.0
18.8219,70.0
19.2819,50.0
34.1113,3.0
34.9046,2.0
35.2661,6.0
35.5837,0.0
35.6519,1.0
35.8621,2.0
36.9154,2.0
