-3.914186928659016296e+00,-1.276266750256096261e+00,-1.517686554899852602e+00,-7.656748038989911187e-01,-8.399794058168318367e-01
-3.989187499014922089e+00,-1.313188508552976419e+00,-1.578573783519757745e+00,-3.927399111457340886e-01,-1.489820583118375064e+00
9.586452984827987578e+00,4.001147148032970335e+01,1.077130341991936024e+00,-1.156603313861056304e+00,-1.268402792008317403e+00
-3.024303490896617319e+00,-1.814428843203184760e+00,-1.142507426235112034e+00,-1.154910501307694570e+00,1.251502009311861841e+01
6.706521606073800434e+00,-5.609781929700396574e+00,2.957748124608483309e+01,-6.088180024188886152e-01,-7.459758450531942531e-01
-3.243739316368051906e+00,-7.367211582214805432e-01,-1.606007085039748095e+00,-7.725279083190508822e-02,-1.822134740296635913e+00
-3.878948143275129379e+00,-1.288253291246187260e+00,-1.583881310724164271e+00,-6.785711993685257237e-01,-8.473563046554181133e-01
-3.840754063621683034e+00,-1.345232879214230959e+00,-1.596504752158552032e+00,-7.323540065716702685e-01,-9.715393331170923963e-01
-2.933495337881601106e+00,-1.586003183082148160e+00,-1.122460241590911734e+00,-1.162892704705981384e+00,1.233471766902946065e+01
3.764262524561577550e+01,-1.100643267502581146e+01,-8.225271636827164556e+00,-9.662725931441488170e-01,-4.731106166958686798e-01
-3.897029044228670358e+00,-1.186403700550802576e+00,-1.500397224910328786e+00,-9.553123268786737343e-01,-6.640000847938409834e-01
-3.881852879373048459e+00,-1.422096012053458702e+00,-1.646332765070334991e+00,-7.501038523959271398e-01,-1.089369022696684342e+00
-3.916106030350443135e+00,-1.278871856820824826e+00,-1.494785363455094052e+00,-6.563589569958282466e-01,-9.573385347663293521e-01
-3.725094674894757318e+00,-1.387353334381304704e+00,-1.662374069914712038e+00,-7.600994901601471065e-01,-8.863265526491193036e-01
6.551455577270576924e+00,-5.636513682255245072e+00,2.960580743314688235e+01,-4.392110384320224714e-01,-8.933265141544060040e-01
-3.310045110906409516e+00,-1.165287285895350466e+00,-1.433697140814440107e+00,-3.405847459649621323e-01,-1.481269679557822849e+00
-3.855015132715261750e+00,-1.280551660632228250e+00,-1.523657843872333162e+00,-9.678573672444149567e-01,-7.845849460315090784e-01
-3.865439881569658009e+00,-1.477020613874345356e+00,-1.741411939507909956e+00,-7.326618631635259948e-01,-9.852372015741448497e-01
-3.228768093222966762e+00,-2.956092613010512515e-01,-1.663315708745201293e+00,1.523085243524726806e+01,-2.502243412231750508e-01
-3.847624336745487206e+00,-1.261857137550548069e+00,-1.750368499503677455e+00,-1.536853145951037614e-01,-1.578250816340224683e+00
-3.907191967442249059e+00,-1.322687081868842762e+00,-1.538167503980052420e+00,-7.141422375558617031e-01,-8.326695520786927540e-01
-3.965418104221871243e+00,-1.370208729604753373e+00,-1.515392994368324420e+00,-8.536610757866983645e-01,-1.259579343364385096e-01
-3.826703606268069269e+00,-1.136237294594691249e+00,-1.493352215874757194e+00,-9.716268690571553401e-01,-1.002744760397886070e+00
